,article_title,lastrevid
759,Marcel Van Langenhove (referee),1107440236
760,Johan Verbeke,1096587032
761,Lodewijk Verreycken,1104711170
762,Louis Waltniel,1058900581
763,Yves de Wasseige,1099711000
764,Jacques van Ypersele de Strihou,1101784212
765,Beverly Castillo,919973607
766,Elfreda Reyes,1036465539
767,Bert Tucker,1106473958
768,Michel Ahouanmènou,1082795168
769,Arnauld Antoine Akodjènou,1096094495
770,Jules-Armand Aniambossou,1083426767
771,Pascal Chabi Kao,1085346521
772,Francis Covi,1067482687
773,Joachim Dahissiho,1029448695
774,Adrien Degbey,1061050724
775,Luc Gnacadja,1105462246
776,Paul Hazoumé,1103078061
777,Louis Hunkanrin,1093387515
778,Louis Ignacio-Pinto,1092475356
779,Arouna Mama,1065903499
780,Moussa Okanla,1090050440
781,Assogba Oké,1086957528
782,Émile Poisson,1084137581
783,Maximilien Quenum-Possy-Berry,1043722585
784,Nicéphore Soglo,1095045396
785,Dorjee Wangmo,1060085965
786,Ugyen Dorji (DNT politician),1074573786
787,Zangley Dukpa,1068932528
788,Dupthob,986218104
789,Pema Gyamtsho,1110797584
790,Choki Gyeltshen,967051066
791,Sherub Gyeltshen,1069232338
792,Choida Jamtsho,1100668369
793,Rinzin Jamtsho,986219619
794,Kunzang C. Namgyel,1114495504
795,Shingkhar Lam,1065108391
796,Tshewang Lhamo,935053684
797,Kuenga Loday,967051092
798,Dorji Namgyal,1101249209
799,Jigme Namgyal (Bhutan),1112477163
800,Wangdi Norbu,1099185991
801,Kinga Penjor,1029727171
802,Yeshey Penjor,956623702
803,Thakur S. Powdyel,1113475126
804,Jai Bir Rai,1099839823
805,Karma Rangdol,986221796
806,Loknath Sharma,1099839678
807,Tenzin (politician),1017464973
808,Sonam Tobgye,1088131266
809,Dorji Tshering,1023360934
810,Kinga Tshering,1111838853
811,Namgay Tshering,1062630670
812,Ugyen Tshering,1068931844
813,Jigme Wangchuk,1076705305
814,Lhatu Wangchuk,1077117615
815,Khandu Wangchuk,1082071070
816,Norbu Wangchuk,1105642733
817,Tshering Wangchuk,1098122862
818,Karma Donnen Wangdi,1013757910
819,Tshencho Wangdi,935053725
820,Ugyen Wangdi,1010522641
821,Dechen Wangmo (politician),1109945331
822,Dechen Zangmo,1095618727
823,Neten Zangmo,1087879345
824,Nidup Zangpo,1083086732
825,Yeshey Zimba,1082071369
826,Nataniel Aguirre,1113064273
827,Jacobo Aillón,1066796299
828,Isaac Ávalos,1105448251
829,Augusto Céspedes,1060109299
830,Soledad Chapetón,1100789033
831,Adolfo Chávez,1064862832
832,Chi Hyun Chung,1102263683
833,Daniel Sánchez Bustamante,1112693678
834,Rafael Peña,1106083763
835,Marcial Fabricano,1064844718
836,Francisco Argandoña,1113998869
837,Antonio Machaca,1104152307
838,Adolfo Mendoza,1093449967
839,Pedro Domingo Murillo,1102892437
840,Francisco Burdett O'Connor,1115130742
841,Manuel Luis de Oliden,1111940891
842,Isabel Ortega Ventura,1067118559
843,Simón Iturri Patiño,1113483466
844,Bonifacio Pinedo,1013870027
845,Julio Pinedo,1013509802
846,José Mariano Serrano,1102912474
847,Moisés Torres (politician),1103547860
848,Fernando Vargas Mosua,1113961954
849,Jaime de Zudáñez,1057374473
850,Elvira Abdić-Jelenović,1092410267
851,Mehmed Alajbegović,1090097632
852,Boško Baškot,945729760
853,Hasan Brkić,1108766075
854,Salko Bukvarević,1103476585
855,Mirsad Ćeman,1059620444
856,Selmo Cikotić,1109891116
857,Sabina Ćudić,1109170821
858,Milorad Dodik,1115334252
859,Dženan Đonlagić,1023971751
860,Nijaz Duraković,1065317570
861,Edin Forto,1114128635
862,Dževad Galijašević,1080524051
863,Josip Grubeša,1078976634
864,Ankica Gudeljević,1109892248
865,Muhamed Hadžijamaković,1069745508
866,Mirsad Hadžikadić,1114039434
867,Sanjin Halimović,1098646648
868,Husein Miljković,1098413355
869,Jasmin Imamović,1060821223
870,Alija Izetbegović,1114046666
871,Adamir Jerković,1070639895
872,Esed Kadrić,1099964892
873,Mehmed Kapetanović,1074875734
874,Salmir Kaplan,1095054536
875,Osman Karabegović,1027401183
876,Fuad Kasumović,1083608363
877,Ivo Komšić,1114461162
878,Rusmir Mahmutćehajić,1101508210
879,Ante Marković,1107391428
880,Amor Mašović,1060006575
881,Dragan Mektić,1114052150
882,Ademaga Mešić,1095848757
883,Jelka Miličević,1040936683
884,Abdulah Mutapčić,1006720652
885,Abdulah Nakaš,1102636519
886,Mario Nenadić,1111446400
887,Damir Nikšić,1096462723
888,Ismet Popovac,1115247176
889,Hakija Pozderac,963175504
890,Hamdija Pozderac,1045803709
891,Nurija Pozderac,1056889716
892,Đuro Pucar,1052519383
893,Fahrudin Radončić,1101596243
894,Alen Šeranić,1111537511
895,Uglješa Uzelac,1003796992
896,Nezir Škaljić,1107435418
897,Ibrahim Spahić,995023876
898,Emir Suljagić,1065740656
899,Svetozar Pudarić,1107151585
900,Miloš Vukašinović,934652983
901,Daniel Kwele,1084843766
902,Michael Dingake,1084856043
903,James G. Haskins,1089282280
904,Tshenolo Mabeo,1084860922
905,Philip Matante,1084858391
906,Gomolemo Motswaledi,1092621711
907,Motsamai Mpho,1056631444
908,Sylvia Muzila,1092977456
909,Leetile Disang Raditladi,1102718757
910,Benjamin Thema,1089085673
911,Patrick van Rensburg,1113094894
912,Maria de Lourdes Abadia,1111422727
913,José de Abreu (politician),1097490839
914,Rafael Tobias de Aguiar,1074741594
915,Medeiros e Albuquerque,1097328483
916,Léo de Almeida Neves,1101145934
917,Simão Almeida,1099633172
918,Antônio Pinto Chichorro da Gama,1096806594
919,Cipriano Barata,1107774158
920,Irani Barbosa,1101926106
921,Jaison Barreto,1103547503
922,Djalma Bastos de Morais,1106062579
923,"Henrique de Beaurepaire-Rohan, Viscount of Beaurepaire-Rohan",1086322080
924,José Paulo Bisol,1103547561
925,Natália Bastos Bonavides,1110953316
926,João Francisco Inácio Brazão,1094855099
927,Amador Bueno,1034472026
928,Antônio Câmara,1099829944
929,Luiz Humberto Carneiro,1098842373
930,Izolda Cela,1102485000
931,Margarete Coelho,1103498671
932,Ivandro Cunha Lima,1098295043
933,João Cunha (politician),1100962574
934,Aécio de Borba,1098281596
935,José Abílio Silva de Santana,1112293020
936,Alércio Dias,1101206546
937,Délio dos Santos,1101206499
938,Ademar Frederico Duwe,1098597920
939,Elcione Zahluth Barbalho,1074736382
940,"Gastão d'Escragnolle, Baron d'Escragnolle",1063661693
941,Paulo Cesar Farias,1065573695
942,Emília Fernandes,1078521692
943,José Carlos da Silva Mayrink Ferrão,1085435249
944,Dalva Figueiredo,1087607148
945,Francisco Julião,1035689740
946,Jofran Frejat,1102181607
947,Edmundo Galdino,1112253425
948,Joaquim Gomes de Souza,1069184517
949,Abdul Hamid Sebba,1111084208
950,Jutahy Júnior,983207788
951,Joaquim Gonçalves Ledo,1071023786
952,Antônio Leite Andrade,1101206516
953,Alceste Madeira,1099410153
954,Beto Mansur,1113576505
955,Horácio de Matos,1088164926
956,Sandra Meira Starling,1099835037
957,Gerardo Melo Mourão,1098005745
958,Guilherme Melo (politician),1099445119
959,Murilo Melo Filho,1102568805
960,Cândido Mendes de Almeida,1097155280
961,Gilmar Mendes,1106136142
962,Edmur Mesquita,1094838035
963,Miguel Couto,1035994107
964,Claudio Modesto,994272220
965,Armando Monteiro (politician),1098295517
966,Carlos Eduardo Moreira Ferreira,1087824575
967,Pedro Soares Muñoz,1096764969
968,Dora Nascimento,1028740301
969,Carlos Neder,1102908883
970,Domingos Gomes de Aguiar Neto,1109245420
971,"Manuel Luís Osório, Marquis of Erval",1110318599
972,Hildebrando Pascoal,1088472912
973,Astrojildo Pereira,1083304045
974,Joaquim Alvaro Pereira Leite,1114125901
975,Jorge Picciani,1099308847
976,Francisco José Pinheiro,1089344947
977,Mario Pinotti,1033871516
978,Henrique Pizzolato,940662779
979,Plínio de Arruda Sampaio Jr.,1100471665
980,Irondi Pugliesi,1111085644
981,Eusébio de Queirós,1091204382
982,Ratinho (TV presenter),1114298116
983,Marco Antonio Raupp,1098664390
984,Robert Rey (plastic surgeon),1112518148
985,Ary Rigo,1100211750
986,Antônio Ricardo dos Santos,1028742803
987,Euclides Scalco,1101357504
988,Aldo Schneider,1092981443
989,Augusto Severo de Albuquerque Maranhão,1033155129
990,"José Manuel da Silva, Baron of Tietê",1094131544
991,Fabiano Silveira,1097157218
992,Jose de Sousa Campos,1015210781
993,"Irineu Evangelista de Sousa, Viscount of Mauá",1095667959
994,"João Cardoso de Meneses e Sousa, Baron of Paranapiacaba",1097159430
995,Aureliano Cândido Tavares Bastos,1001957115
996,Juarez Távora (general),1094239935
997,"Antônio de Queirós Teles, Baron of Jundiaí",1014343460
998,Evaristo da Veiga,1106429833
999,Luís Viana Neto,1097160637
1000,André Zacharow,1103029055
1001,Aleksandar Alekov,1106388347
1002,Anyu Angelov,1109005189
1003,Dolores Arsenova,994730790
1004,Atanas Atanasov (politician),1102528583
1005,Hristo Atanassov,1076172488
1006,Jonas Basanavičius,1111267587
1007,Alexander Bogoridi,1114426710
1008,Vasil Chichibaba,969578159
1009,Vladimir Damgov,1086786118
1010,Ivan Dimov (scientist),931453017
1011,Valentin Fortunov,1032125290
1012,Kristalina Georgieva,1113225688
1013,Ivancho Hadzhipenchovich,1029652571
1014,Aleksi Ivanov,1105069303
1015,Georgi Ivanov (mayor),937372283
1016,Ljubica Ivošević Dimitrov,1070575609
1017,Grozdan Karadzhov,1066070185
1018,Vladimir Karolev,1099282655
1019,Georgi Kirkov,1005695384
1020,Spiro Kitinchev,1063738922
1021,Kalina Konstantinova,1104793980
1022,Kostadin Kostadinov (professor),1110428529
1023,Gavril Krastevich,1081400175
1024,Nikola Lazarov,1055871409
1025,Ivan Marazov,917237234
1026,Venko Markovski,1114988749
1027,Sebihan Mehmed,1092778647
1028,Ilian Mihov,1114357808
1029,Nikola Minchev,1114820940
1030,Plamen Panayotov,1096862893
1031,Vladislav Panev,1054474125
1032,Asparuh Panov,1022365931
1033,Daniel Panov,1077856970
1034,Aleksandar Paunov,1003790540
1035,Kiril Petkov,1114126346
1036,Ivan Stanchov,1100259796
1037,Hristiana Todorova,1097213735
1038,Borislav Tsekov,1098837966
1039,Tsvetko Boboshevski,1013781277
1040,Velko Valkanov,1060696696
1041,Ventsislav Varbanov,1108228084
1042,Damyan Velchev,1104678360
1043,Svetoslav Vitkov,1088561141
1044,Mincho Yovchev,1101186643
1045,Martin Zaimov,1083075073
1046,Dragomir Zakov,1112779696
1047,Nayden Zelenogorski,1088342299
1048,Boureima Badini,1066047125
1049,Blaise Bassoleth,1050043776
1050,Nazi Boni,1076793254
1051,François Compaoré,1108463297
1052,Daniel Ouezzin Coulibaly,918075025
1053,Toubé Clément Dakio,1053333514
1054,Elise Foniyama Thiombioano Ilboudo,1062255717
1055,Frédéric Guirma,1053332359
1056,Emile Ilboudo,1053332274
1057,Zinda Kaboré,1050917887
1058,Christophe Kalenzaga,951757578
1059,Joséphine Ki-Zerbo,1108677667
1060,Begnon-Damien Kone,1026369404
1061,Kouamé Lougué,1066098405
1062,Jean-Baptiste Natama,1115090605
1063,Jean-Baptiste Ouédraogo,1105203937
1064,Mamadou Ouédraogo,1021835192
1065,Pargui Emile Paré,1109114806
1066,Filippe Savadogo,1099231025
1067,Nouhoun Sigue,1053333064
1068,Diongolo Traore,861250146
1069,Maurice Yaméogo,1105869651
1070,Saye Zerbo,1067927039
1071,Domine Banyankimbona,1069455389
1072,Joseph Biroli,1091158074
1073,Joseph Butore,1021128901
1074,Joseph Cimpaye,1080421208
1075,Edouard Nduwimana,1032468586
1076,Gervais Nyangoma,1080903489
1077,Aimée Kanyana,1032854364
1078,Gérard Mfuranzima,1059652996
1079,Alain Mutabazi,1042900537
1080,Cyrille Ndayirukiye,1099827364
1081,Révérien Ndikuriyo,1105613739
1082,Eustache Ngabisha,1096057884
1083,Léonce Ngendakumana,956640760
1084,Marie Chantal Nijimbere,1081391171
1085,Tharcisse Niyongabo,1040979617
1086,Gabriel Nizigama,1017380720
1087,Ancilla Ntakaburimvo,1038438954
1088,Jean-Baptiste Ntidendereza,1091156761
1089,Ririkumutima,1103261297
1090,Agathon Rwasa,1089496637
1091,Imelde Sabushimike,1046251467
1092,Albert Shingiro,1088693789
1093,Cyriaque Simbizi,1080578027
1094,Alexis Sinduhije,1092395127
1095,Ang Vong Vathana,1106363571
1096,Bun Chanmol,1109177249
1097,Chem Snguon,1059573671
1098,Chhan Sokhom,1059573770
1099,Chuon Saodi,1059573024
1100,Duong Sam Ol,1094852239
1101,Ieu Koeus,1107109489
1102,Khem Veasna,1109114751
1103,Kou Roun,1059572876
1104,Daran Kravanh,1096672232
1105,Lon Nil,1059582440
1106,Ly Khvan Pan,1059572637
1107,Mao Ayuth,1099980718
1108,Neav Sithong,1059563159
1109,Ngoun Chhay Kry,1059567048
1110,Norodom Norindeth,1097718042
1111,Norodom Phurissara,1059276168
1112,Oung Ouen,1079121769
1113,Phlek Chhat,1059566416
1114,Ponn Vongs Vaddey,1059574324
1115,Say Phouthang,1059582575
1116,Sisowath Youtevong,1107113292
1117,So Nem,1111929288
1118,Tep Hun,1081916038
1119,Tep Phan,1059565834
1120,Thiounn,1108028340
1121,Touch Kim,1068185468
1122,Truong Cang,1067944733
1123,Tuot Saron,1059582752
1124,Uch Ven,1059582941
1125,Uk Vithun,1064744142
1126,Ung Hong Sath,1094819140
1127,Veng Sakhon,1114970454
1128,Vincent de Paul Ahanda,1083376451
1129,Lawrence Fonka Shang,1041211681
1130,Victor Fotso,1102345166
1131,Séraphin Magloire Fouda,1009662257
1132,Njomgang Isaac,1108440685
1133,Augustine Ngom Jua,1040317165
1134,Pierre Kotouo,948427004
1135,Ibrahim Mbombo Njoya,1112559227
1136,Ousmane Mey,1017007525
1137,Victor Mukete,1098691243
1138,Bernard Muna,1108720863
1139,Pierre Ngayewang,1015516439
1140,John Ebong Ngole,1108422427
1141,Victor Anomah Ngu,1112931112
1142,Dorothy L. Njeuma,1067488532
1143,Bernard Njonga,1098278415
1144,Arouna N'Joya,1021209755
1145,Edouard Nomo-Ongolo,1090643523
1146,Antoine Ntsimi,1021211954
1147,André Ngongang Ouandji,1021209594
1148,Paul Pondi,1021211934
1149,Félix Sabal Lecco (politician),1051804573
1150,François Sengat-Kuo,1021210005
1151,Félix Tonye Mbog,1097564213
1152,Kah Walla,1092436663
1153,José Manuel Gomes Andrade,1081053284
1154,Honório Barreto,973826987
1155,Fernando Elísio Freire,1069455161
1156,Pedro Fernandes Lopes,1084646808
1157,Paulo Rocha (Cape Verde politician),1093958730
1158,Arlindo do Rosário,1101613422
1159,Gilberto Correia Carvalho Silva,1101613548
1160,Luís Filipe Tavares,1065001801
1161,Carlos de Vasconcelos,1093959761
1162,Abraão Vicente,1059495714
1163,Alexandre Banza,1112157049
1164,Jean-Bédel Bokassa,1113784938
1165,Antoine Darlan,1070323425
1166,Georges Darlan,1090255799
1167,Catherine Denguiadé,1113661673
1168,Henri-Marie Dondra,1112811274
1169,Saif Durbar,1033150087
1170,Hassan Al Habib,988829581
1171,Rodolphe Iddi Lala,1070308127
1172,Désiré Kolingba,1100414331
1173,Karim Meckassoua,1042724644
1174,Abakar Sabon,1062856588
1175,Levy Yakete,1036618742
1176,Achta Ahmat Bremé,1100448797
1177,Mohamed Bechir-Sow,1112094658
1178,Christian Georges Diguimbaye,1106463141
1179,Firmin Djidingar,1054942760
1180,Roger Djikisna,1010288821
1181,Arabi El Goni,1050732839
1182,Acheikh Ibn-Oumar,1041062859
1183,Hinda Déby Itno,1111863464
1184,Mahamat Djarma Khatir,952741451
1185,Oueddei Kichidemi,1096370089
1186,Alphonse Kotiga,1108077983
1187,Baba Laddé,1106278873
1188,Nadji Madou,872461806
1189,Mariam Mahamat Nour,1077898049
1190,Laoukein Kourayo Médard,872513852
1191,Abbo Nassour,904253122
1192,Tahir Hamid Nguilin,1085015143
1193,Gontchomé Sahoulba,1100566547
1194,Quatre Sou Quatre,1010289028
1195,Djimadoum Tiraina,1112094593
1196,Saadie Goukouni Weddeye,1114946220
1197,Patricio Achurra,1063051282
1198,Hermes Ahumada,1061888618
1199,Felipe Alessandri,1115021687
1200,Lidia Amarales,1109042122
1201,Ximena Anza,1107215667
1202,Aurora Argomedo,1060990009
1203,Claudio Arredondo,1098030047
1204,Francisco Astaburuaga Cienfuegos,1097538961
1205,Camilo Ballesteros,1097131738
1206,Jaime Bassa,1097539409
1207,Diego José Benavente,1069288880
1208,Harald Beyer (politician),1094177814
1209,José Luis Cabión,1111860853
1210,Mauricio Cataldo,1115156426
1211,Juan Chandía,1085403808
1212,Eduardo Charme,1037350216
1213,Fernando Cordero Rusque,1103478298
1214,Juan de Dios Correa de Saa,1037542204
1215,Álvaro Covarrubias,1087840742
1216,Miguel Cruchaga Tocornal,1061889467
1217,Pedro Nolasco Cruz Vergara,1097565855
1218,Mario Desbordes,1112783373
1219,Jorge Dip,1095852077
1220,Jose Fernandez Dubrock,1095758707
1221,Julio Durán,1097570287
1222,Adolfo Eastman,1038273100
1223,Rojo Edwards,1115021831
1224,Juan Egaña,1060973836
1225,Diego Elizondo Prado,1037492111
1226,José Maza Fernández,1097589388
1227,Ángel Flisfisch,1111776342
1228,"Pablo Galdames (footballer, born 1974)",1103181135
1229,Jaime Gazmuri,1110097739
1230,Isabel Godoy,1036631728
1231,Lidia González,1090166891
1232,Hugo Gutiérrez Gálvez,1088424535
1233,"David Henríquez (footballer, born 1977)",1106626625
1234,Alejandra Bravo Hidalgo,1097579028
1235,Checho Hirane,1077893937
1236,Aucán Huilcamán,1049163977
1237,Daniel Jadue,1115056871
1238,Liliana Jadue,1108033983
1239,Felipe Kast,1081495181
1240,José Rafael Larraín,1051093031
1241,Fernando Lazcano Echaurren,1037353335
1242,Antonio Leal Labrín,1101221172
1243,Carlos Maldonado Curti,1108666802
1244,Enrique Maluenda,1111424266
1245,Graciela Mandujano,1063237992
1246,Nicolás Marambio,1061889202
1247,María de los Ángeles de la Paz Riveros,1109014330
1248,María Silvia Correa Marín,1115090404
1249,Juan José Martin Bravo,1084670911
1250,Ricardo Matte,1062948637
1251,Sergio Melnick,1076225732
1252,Adolfo Millabur,1069138774
1253,Vlado Mirosevic,1108584301
1254,José Musalem Saffie,1108500041
1255,Silvestre Ochagavía Echaurren,1037355246
1256,Manuel Ossa Ruiz,986980123
1257,Manuel José Ossandón,1083220118
1258,Enrique Oyarzún Mondaca,1037344949
1259,Luis Palacios Rossini,1097606858
1260,Héctor Parra (footballer),1114844859
1261,Guillermo Pérez de Arce,1061888273
1262,Bernhard Eunom Philippi,1030957748
1263,Germán Picó Cañas,1097609170
1264,Tancredo Pinochet,1040302707
1265,Jaime Pizarro,1115152029
1266,Roberto Poblete,1060171802
1267,Jenaro Prieto,1037392606
1268,Catalina Pulido,1073813699
1269,Bárbara Rebolledo,1068434440
1270,Patricio Rey Sommer,1084819799
1271,Jennifer Rojas,1096045044
1272,Sergio Romero Pizarro,1061890038
1273,Marcela Sabat,1084348581
1274,Miguel Schweitzer Walters,1097635165
1275,Bárbara Sepúlveda Hales,1104248309
1276,Loreto Silva,1011248294
1277,Waldo Silva,1037354612
1278,Isidro Solís,1103628118
1279,Ramón Subercaseaux Vicuña,1089081472
1280,Manuel Antonio Tocornal,1037489055
1281,José Francisco Urrejola,1069290613
1282,Francisco Valdés Vergara,1037357324
1283,Margarita Vargas López,1104834588
1284,Ramón Vega Hidalgo,988502241
1285,Leonardo Véliz,1115103114
1286,Juan de Dios Vial del Río,1101140615
1287,Hernán Videla Lira,1061888375
1288,Carlos Walker Martínez,1097644966
1289,Chris Watson,1110011348
1290,Sergio Zarzar Andonie,1037723664
1291,Hugo Zepeda Barrios,1083240431
1292,Lu Feng (politician),1099564364
1293,Zhang Lin (general),1107852480
1294,José Manuel Restrepo Abondano,1104908488
1295,Yahir Acuña,1032240920
1296,Iván Darío Agudelo,1098122834
1297,Carlos Mario Álvarez,1088725993
1298,Julio Arboleda Pombo,1012185591
1299,Germán Blanco Álvarez,1111020487
1300,Manuel José Bonnet,1087063772
1301,Gloria María Borrero,1098124330
1302,José Eusebio Caro,1089000402
1303,Iván Cepeda,1104834600
1304,Vicky Colbert,1091117036
1305,Alfredo Cuello Baute,1069156229
1306,Alfonso Dávila Ortiz,1113714301
1307,Luis Eduardo Díaz Granados,1110442663
1308,Olga Duque de Ospina,1109585707
1309,Eduardo Enríquez Maya,1098426482
1310,Miguel Amín Escaf,1093469846
1311,Juan Carlos Esguerra Portocarrero,1098142521
1312,Juan García del Río,1093469869
1313,Daniel García-Peña,1115014530
1314,Enrique Gil Botero,1098143608
1315,Guillermo González (politician),1100266370
1316,Bernardo Guerra Serna,1098592157
1317,Carlos Mauro Hoyos,1093469494
1318,Augusto Ibáñez Guzmán,1110600534
1319,Gilma Jiménez,1069225684
1320,Roberto Junguito,1101933538
1321,Maria Claudia Lacouture,967534978
1322,Rodrigo Lara,1108143692
1323,Rodrigo Hernán Lloreda Caicedo,1098157236
1324,Francisco José Lloreda Mera,1098157353
1325,Fernando Londoño,1108751103
1326,Jorge Eduardo Londoño,1106087943
1327,Lorenzo Muelas,1108518143
1328,David Luna Sánchez,1105236330
1329,Iván Marulanda,1099901662
1330,Carlos Eduardo Medellín Becerra,1101582912
1331,Germán Montoya Vélez,1028093034
1332,Narciso Matus Torres,1093468993
1333,Elsa Noguera,1113697578
1334,Antonio Ordoñez-Plaja,1069205558
1335,Fernando Ospina Hernández,1099438511
1336,Enrique Parejo González,1102081415
1337,Carlos Pizarro Leongómez,1110236454
