,name,lastrevid,ores_prediction
3658,Augustine Lotodo,1047038820,Stub
3659,Ciokaraine M'Barungu,1050937193,Start
3660,Cleopa Kilonzo Mailu,1113754638,Start
3661,Betty Maina,1023980701,Stub
3662,Richard Makenga,1105689993,Stub
3663,Maurice S. Makhanu,1040404279,Stub
3664,Marere wa Mwachai,992005717,Start
3665,Sylvanus Maritim,1110579499,Stub
3666,Mark Lomunokol,1107325486,Stub
3667,Jael Mbogo,1097618386,Stub
3668,Kinuthia Mbugua,1100202064,Start
3669,Julius Kibiwott Melly,952727230,Stub
3670,Kibiwott Munge,1088262691,Stub
3671,Kinuthia Murugu,882944475,Start
3672,Amram Musungu,986544866,Start
3673,Chelagat Mutai,1107225812,Start
3674,Francis Muthaura,1081172979,Start
3675,Kassim Mwamzandi,908014009,Stub
3676,John Harun Mwau,1106642901,C
3677,Anne Kananu,1106673774,Start
3678,Gunga Mwinga,1103930633,Stub
3679,Gideon Mwiti,1084421293,Stub
3680,Tiras Nyingi Ngahu,1073684937,Stub
3681,Onesmas Ngunjiri,1107657158,Stub
3682,Gitau wa Njenga,1106140473,Start
3683,James Njiru,1099165153,Stub
3684,Stanley Nyagah,1115113900,Start
3685,Ndindi Nyoro,1114726094,C
3686,Malik Obama,1115267227,C
3687,Ahmed Abdi Ogle,1022603728,Stub
3688,Moses ole Sakuda,1111700581,Stub
3689,William Odongo Omamo,1096669223,C
3690,Elijah Omolo Agar,999136727,Stub
3691,Ruth Oniang'o,1113462961,C
3692,John Owino,1104178485,Start
3693,Joshua Aduma Owuor,1110701072,Stub
3694,Ali Roba,1104436466,Start
3695,Wesley K. Rono,1024793476,Stub
3696,Ibrahim A. Saney,936774371,Stub
3697,Kimaiyo Sego,1095169588,C
3698,Cornelly Serem,1104178472,Stub
3699,Lawrence Sifuna,1021451109,Stub
3700,Elijah K. Sumbeiywo,1035136688,Stub
3701,Harry Thuku,1098192265,C
3702,Quincy Timberlake,1103733442,B
3703,Lilian Tomitom,1022602552,Stub
3704,Tecla Tum,1022297944,Stub
3705,Benedict Wachira,1099442981,Start
3706,Machel Waikenda,1093095800,C
3707,Nzioka Waita,973097520,GA
3708,Judi Wakhungu,1091836049,Start
3709,Emmanuel Wangwe,1066948595,Stub
3710,Hassan Wario,1104540744,Start
3711,Choe Won-taek,1088856746,Start
3712,Han Kil-son,994397996,Stub
3713,Ho Ka-i,1110416586,GA
3714,Kim Jo-guk,1111681831,Stub
3715,Jo Yon-jun,1070147185,Stub
3716,Jon Hui-jong,1104639977,Stub
3717,Jong Chun-sil,1106784625,B
3718,Kang Hyong-bong,1111471366,Stub
3719,Kang Ki-sop,1111471386,Stub
3720,Kang Kwan-il,1111471392,Stub
3721,Kang Kwan-ju,1111471405,Start
3722,Kang Min-chol,1111471431,Start
3723,Kang Mun-sok,1102258427,Start
3724,Kang Nung-su,987463816,C
3725,Kang Phyo-yong,1106858161,Stub
3726,Kang Tong-yun,1111471471,C
3727,Kang Yong-sop,1111471503,Start
3728,Kim Chon-hae,1011882896,Start
3729,Kim Il-chol,1110841986,Start
3730,Kim Pong-chol,987289456,Start
3731,Kim Rak-gyom,1078662180,Start
3732,Kim Ung,1111191028,Start
3733,Kim Yong-ju,1100241392,C
3734,O Sang-hon,901843863,Stub
3735,Pak Chun-hwa,994400474,Stub
3736,Pak Myong-chol,1070146029,Start
3737,Pak Yong-il,1111339203,Stub
3738,Pak Yong-sun (politician),1067086108,B
3739,Ri Hi-yong,1092539237,Stub
3740,Ri Man-gon,1070145508,Start
3741,Ri Pyong-chol,1098010868,Start
3742,Ri Yong-mu,1091894749,Start
3743,Sung Jusik,1028731483,Stub
3744,Yang Bin (businessman),1061877239,Start
3745,Yun Jong-rin,1001811053,Stub
3746,An Kyung-duk,1096123862,Start
3747,Cha Myong-jin,1100607349,GA
3748,Chang Sŏng-man,1064138686,C
3749,Chang Jung-sook,1100655455,C
3750,Cho Hyun-ok,1085298359,Start
3751,Cho Soon,1113633066,Stub
3752,Choi Bae-geun,1064134933,C
3753,Choi Gyung-hwan,1064133524,C
3754,Choi Hye-young,1064128357,C
3755,Choi Jae-hyung,1100197511,GA
3756,Choi Jong-won,1077992255,C
3757,Choi Sae-hwang,1084839118,Start
3758,Chun Yung-woo,1092429890,Stub
3759,Chung Chil-sung,1115120957,Start
3760,Chung Jin-suk (politician),1110180763,GA
3761,Chung Woo-taik,1100753979,GA
3762,Chung Woon-chun,1095456157,GA
3763,Ha Tae-keung,1095456259,C
3764,Han Sun-kyo,1064117499,GA
3765,Hong Moon-jong,1064104529,Start
3766,Hong Sook-ja,1085298467,Start
3767,Hwang Young-cheul,1080626657,Start
3768,Hwangbo Seung-hee,1095459430,C
3769,Jang Kyung-tae,1064135322,C
3770,Jang Sung-min,1108891281,Start
3771,Jang Tae-wan,1065609430,Stub
3772,Jee Man-won,987218773,Stub
3773,Jeon Kwang-hoon,1114570056,GA
3774,Jeong Seung-hwa,1095028849,C
3775,Kang Yong-suk,1107675472,C
3776,Kim Choong-soo,1092597492,C
3777,Kim Eun-hye (politician),1101948116,GA
3778,Kim Han-jung,1101826080,C
3779,Kim Hyung-shik,1089063837,C
3780,Kim Jae-yeon (politician),1104834756,GA
3781,Kim Jong-hoe,1064139400,Start
3782,Kim Jong-hwan (military officer),1108889400,Stub
3783,Kim Joon-kyo,1094552070,C
3784,Kim Jung-hwa (politician),1064122680,Start
3785,Kim Nam-kuk,1100206044,C
3786,Kim Se-jin (politician),1064137673,Stub
3787,"Kim Seon-dong (politician, born 1967)",1091436290,Start
3788,Kim Woong,1095456056,C
3789,Kim Yong-hwan (activist),1103661091,C
3790,"Kim Young-bae (politician, born 1967)",1064135553,C
3791,Yun-Tae Kim,1081469858,Start
3792,Koo Yun-cheol,1064131525,C
3793,Kwak Sang-hoon,1109381257,Stub
3794,Kweon Seong-dong,1100513078,C
3795,Lee Baek-yun,1096054624,Start
3796,Lee Cha-su,1101776299,Stub
3797,Lee Chul-woo,1072898156,Stub
3798,Lee In-je,1081993218,Start
3799,Lee Keun-shik,1066448181,Start
3800,Lee Sang-kyu,1102853630,GA
3801,Lee Su-jin (politician),1089061824,C
3802,Lee Tae-bok,1100038569,Stub
3803,Min Jong-gi,1111213333,Stub
3804,Moon Sung-hyun,987008633,Stub
3805,Moon Sung-keun,1102261946,C
3806,Noh Hyeong-ouk,1087611699,C
3807,Oh Shin-hwan,1103665348,GA
3808,Pak Tongjin,1109535553,Stub
3809,Park Jong-sun,987435977,Stub
3810,Park Joo-hyun (politician),1100208904,Start
3811,Park Ju-won (politician),1089062075,Start
3812,"Park Jun-young (government official, born 1967)",1102857674,Start
3813,Park Kwang-on,1086823866,C
3814,Park Myung-keun,1039915929,Start
3815,Park Seung,1092597275,C
3816,Seonu Hwi,1100113071,Start
3817,Shin Jeong-yil,1060114009,C
3818,Shin Seong-il,1115089132,C
3819,Song Ja,1070719340,Start
3820,Song Ki-seok,1022487182,Start
3821,Woo Hee-jong,1064138301,Stub
3822,Woo Sang-ho (politician),1114229571,GA
3823,Yeo Sang-kyoo,1078834977,C
3824,Yun Chi-chang,1095472696,Stub
3825,Yun Hee-suk,1076833954,C
3826,Yun Ho-jung,1092133238,GA
3827,Yun Il-seon,1096256383,Start
3828,Yun So-ha,1064118955,Start
3829,Yun Young-sun (minister),1064136034,Stub
3830,Bak Gyusu,1105280259,C
3831,Bak Jeongyang,1111645709,Start
3832,Bak Jungyang,1085228273,C
3833,Chang Deok-soo,978485347,Stub
3834,Cho Bong-am,1084726831,Start
3835,Cho Man-sik,1110883678,GA
3836,Choe Bu,1097825392,FA
3837,Choe Yun-ui,1067780824,Start
3838,Chough Pyung-ok,1058634462,C
3839,Gwon Sang-ha,1115116779,Stub
3840,Han Eum,1003641092,Start
3841,Heo Jeok,1035644678,Start
3842,Hong Jung-wook,1109737295,C
3843,Hong U-won,1062858939,Stub
3844,Hwang Gi-cheon,1096148970,Stub
3845,Isabu,1101300277,Start
3846,Jang Hyeongwang,1062860556,Stub
3847,Jeong Cheol,1085534506,C
3848,Jeong Hyeon-mo,1085504921,Stub
3849,Jeong Nan-jeong,1110571701,Start
3850,Jo So-ang,1102669706,Start
3851,Kim Gap-sun,1062892786,Stub
3852,Kim Gu,1111518773,C
3853,Kim Kyu-sik,1094942243,C
3854,Kim Man-jung,1109110777,C
3855,Kim Ok-gyun,1067793976,C
3856,"Kim Sung-joo (politician, born 1964)",1073532150,C
3857,Kim Yuk,1109110789,C
3858,Lee Hoe-yeong,1105872575,Start
3859,Lee Kyu-wan,1113425810,Start
3860,Lim Heon-yong,1064116793,Stub
3861,Min Won-sik,1110577652,C
3862,Min Yeong-chan,1093773841,Start
3863,Myeongnim Dap-bu,1050318897,Start
3864,No Choe,1034112534,Start
3865,No In,1003641194,Start
3866,Oh Se-jung,1091123609,Start
3867,Ok Kwan-bin,1106633628,Stub
3868,Park Eun-sik,1019608210,Start
3869,Park Won-jong,1109110145,C
3870,Sam of Gojoseon,1086181299,Stub
3871,Seo Jae-chang,1100569400,Start
3872,Seo Yu-gu,1058489042,C
3873,Shim Soon-taek,1085785289,Start
3874,Shin Gyu-sik,1066372496,Stub
3875,Soh Jaipil,1115084877,C
3876,Song Byeong-jun,1105556177,Start
3877,Song Ikpil,1025908976,Stub
3878,Song In,1058656917,Start
3879,Song Jin-woo (journalist),978644712,Stub
3880,Ye Wanyong,1089327011,C
3881,Yeom Dong-jin,1071685746,Stub
3882,Yeon Namsan,1108460610,Stub
3883,Yi Dong-hwi,1080782075,Stub
3884,Yi Gwangsu,1108020819,C
3885,Yi Ja-gyeom,1094819669,Start
3886,Yi Jehyeon,1063082388,C
3887,Yi Ryang,1109192841,Start
3888,Yi Si-yeong,1071569586,Start
3889,Yu Chin-san,1106691304,Start
3890,Yu Kil-chun,1107392356,Start
3891,Yu Sun-jeong,1109192445,Stub
3892,Yun Chi-ho,1100242156,C
3893,Yun Chi-oh,1101124134,Stub
3894,Yun Chi-wang,1103781991,C
3895,Yun Doo-su,1100364926,C
3896,Yun Im,1085535123,C
3897,Yun Ung-nyeol,1099691140,Start
3898,Yun Won-hyeong,1095465653,C
3899,Yun Yeong-ryeol,1112878224,Start
3900,Ali Aliu,1088823081,Start
3901,Sejdo Bajramović,1106919692,Start
3902,Hamza Balje,988565530,Stub
3903,Bekim Çollaku,989081930,Start
3904,Veli Deva,1097087563,Stub
3905,Bajram Gecaj,1085013172,Start
3906,Getoar Mjeku,1110432610,GA
3907,Mulla Idriz Gjilani,1109348179,Start
3908,Bajram Hasani,1068907924,Stub
3909,Adem Hodža,1089913595,Start
3910,Adrijana Hodžić,1059619919,Start
3911,Ragip Jashari,933663830,Stub
3912,Elbert Krasniqi,1100006829,Start
3913,Rrahman Morina,1047859449,Start
3914,Hasan Prishtina,1114419215,C
3915,Gazmend Pula,1113326325,Stub
3916,Nenad Rašić,1041150203,Stub
3917,Selim Selimi,1102497560,Stub
3918,Igor Simić,1110535502,Start
3919,Rexhai Surroi,1034004343,Start
3920,Rada Trajković,1109175174,Start
3921,Visar Ymeri,1036757024,Stub
3922,Abdulghaphor Hajjieh,1097091048,C
3923,Alaa Hussein Ali,1110198052,Start
3924,Ali Hussain Al-Awadhi,994095734,Start
3925,Saad Bin Tefla,1098295980,Stub
3926,Haitham al-Ghais,1104873540,Stub
3927,Ali Mohammed Thunayan Al-Ghanim,1114405131,Start
3928,Hamad Al-Midlij,1072759720,Stub
3929,Ibrahim Al-Mudhaf,1106123334,Stub
3930,Abdullah Al-Nibari,1096143240,Stub
3931,Salem Al-Ali Al-Sabah,1113300941,C
3932,Mubarak Al-Zwair,1097480618,Stub
3933,Arstanbek Abdyldayev,1088711366,Start
3934,Akbaraly Aitikeev,1015639087,Stub
3935,Bermet Akayeva,1108804084,Start
3936,Maxim Bakiyev,1111199135,C
3937,Janish Bakiyev,1078907651,Start
3938,Uran Botobekov,1031944024,C
3939,Bayaman Erkinbayev,1009720899,Start
3940,Kanybek Isakov,1108850828,Start
3941,Sadyr Japarov,1112579237,GA
3942,Maksat Kunakunov,1100989333,Start
3943,Adakhan Madumarov,1053457031,Start
3944,Raimbek Matraimov,1020292463,C
3945,Nurlan Motuev,1048167255,Stub
3946,Jengishbek Nazaraliev,1110615760,Start
3947,Kanat Sadykov,954075754,Stub
3948,Medet Sadyrkulov,1078135902,Stub
3949,Dastan Sarygulov,1089265314,Start
3950,Zhusupbek Sharipov,1001739515,Stub
3951,Sadyk Sher-Niyaz,1105678112,Start
3952,Kamchybek Tashiev,1090085966,Start
3953,Maryam Tugambayeva,1081667127,Stub
3954,Kham Ouane Boupha,939943944,C
3955,Sisouk na Champassak,1064794126,Stub
3956,Zong Zoua Her,1076816082,Stub
3957,Faydang Lobliayao,1107940959,Start
3958,Salath Rasasack,994125276,Start
3959,Khamphoui Sisavatdy,1055485895,Stub
3960,Beness Aijo,1110728038,C
3961,Ojārs Ēriks Kalniņš,1114677402,C
3962,Vilhelms Munters,1099643612,C
3963,Andrievs Niedra,1093568731,Start
3964,Voldemārs Ozols,1089997466,Stub
3965,Pēteris Pētersons,1020741324,Stub
3966,Pavels Rebenoks,1105550921,Start
3967,Krišjānis Valdemārs,1114306933,Start
3968,Jānis Vitenbergs,1096717048,Start
3969,Marwan Abboud,1104776395,Stub
3970,Ibrahim al-Abdallah,1007918670,Stub
3971,Abdulhamid Al-Rafi’i,1100044792,Start
3972,Massoud Achkar,1101361346,Stub
3973,Anwar al-Fatayri,1112346029,Start
3974,Shakib Arslan,1087561148,C
3975,Ahmed Kamel Asaad,1036681388,Stub
3976,Asmar Asmar,934139580,Stub
3977,Hanna Atik,1111318051,C
3978,Mahmoud Awad,1086014873,Stub
3979,Jean Aziz,1055786114,C
3980,As'ad Adib Bayudh,1033948424,Stub
3981,Emile Bustani,1078969693,Start
3982,Nicolas Chammas,1095167423,Start
3983,Henri Chedid,1102381471,Stub
3984,Faisal Daoud,1114494277,Stub
3985,Jad Demian,1056836850,Stub
3986,Sarkis Dkhrouni,1093486151,Start
3987,Michel Elefteriades,1105966086,GA
3988,Inaya Ezzeddine,1091807058,Stub
3989,Mohammad Hussein Fadlallah,1111766120,GA
3990,Fakhr Fakhr,1033947740,Stub
3991,Tony Frangieh Jr.,1114991501,Start
3992,Nabil de Freige,1106121049,Stub
3993,Nicolas Ghosn,1113773407,Stub
3994,Mohammad Al Hajj Hassan,971823427,Stub
3995,Wassef El Harakeh,1087959246,Start
3996,Ziad Hawat,1099448932,Start
3997,Saadallah Howayek,986027008,Start
3998,Mohsen Ibrahim,1101183010,GA
3999,Gabriel Issa,1054082287,Start
4000,Nazira Jumblatt,1088646320,Stub
4001,Violette Khairallah Safadi,1110769392,Start
4002,Anwar al-Khatib (Lebanon),1020172334,Start
4003,Albert Kostanian,1100952098,Start
4004,Assad Kotaite,1065535329,Start
4005,Ibrahim Kulaylat,1114649835,Start
4006,Cesar Maalouf,1115225460,Stub
4007,Fadi Makki,1112425111,Start
4008,Chibli Mallat,1114673252,C
4009,Chadi Massaad,1080949991,Start
4010,Kayssar Moawad,972676618,Stub
4011,Muhammad Jamil Bayyuhum,1112086069,C
4012,Georges Naccache,1099005110,Stub
4013,Edmond Naïm,1112346030,Start
4014,Naoum Labaki,1094361748,Stub
4015,Chafic Nassif,1096934466,Stub
4016,Mohamad Osseiran,1090135871,Stub
4017,Vahan Papazian,1114420722,Start
4018,Philippe El Khazen,1105532168,Start
4019,Edmond Rizk,1096324706,Start
4020,Fady Saad,1033947667,Stub
4021,Osama Saad,1102998707,Start
4022,Waddah Sadek,1100922577,Start
4023,Alice Shabtini,1059832647,Stub
4024,Abu Youssef Sharqieh,762411418,Stub
4025,Joseph Skaff,1095147871,Start
4026,Myriam Skaff,1105734768,Start
4027,Maurice Sleem,1114994320,Stub
4028,Mounira Solh,1103683839,C
4029,Fares Souaid,1091618473,Start
4030,Strong Lebanon,1111162572,Stub
4031,Jean Talouzian,1115225277,Stub
4032,Imad Wakim,1105568437,Stub
4033,Amal Abou Zeid,1110787396,Start
4034,Tsepo Mzonethi,1090856440,Stub
4035,Maphoka Motoboli,1060492645,Stub
4036,Keketso Rantso,1081425950,Stub
4037,Lebohang Thotanyane,988255983,Stub
4038,Thomas Nimene Botoe,1032852481,Stub
4039,Laurence Konmla Bropleh,1111811069,C
4040,MacDella Cooper,1090905959,Start
4041,Ellen Corkrum,1073787199,Start
4042,Alexander B. Cummings Jr.,1082609064,C
4043,Bernice Dahn,1065553283,Start
4044,Josiah Johnson (footballer),1077574201,Start
4045,Wesley Momo Johnson,1103796944,Stub
4046,Roland B. Kai,1082873073,Stub
4047,Boima Kamara,1085305979,Stub
4048,J. Edwin Lloyd,1043104532,Start
4049,Momulu Massaquoi,1108938993,Start
4050,Nathaniel Varney Massaquoi,1102401865,Start
4051,Edward B. McClain Jr.,1064569309,Stub
4052,Eugene Lenn Nagbe,1083251751,Stub
4053,John Brown Russwurm,1094234122,C
4054,Clarence Lorenzo Simpson Jr.,1105954487,C
4055,Jeremiah Sulunteh,1083116492,Start
4056,Alaric Tokpa,1109480786,Stub
4057,E. Reginald Townsend,1097308313,C
4058,Blahsue Vonleh,966652408,Stub
4059,Tom Woewiyu,1106530241,C
4060,Abdullah al-Lafi,1110626129,Stub
4061,Ahmed Rafiq Almhadoui,980219181,Stub
4062,Mohamed Abulasʽad El-ʽAlem,978820765,Stub
4063,Abd-Rabbo al-Barassi,1107627532,Stub
4064,Fathi Bashagha,1107188555,C
4065,Mohamed Ben Ghalbon,1045780839,C
4066,Ahmad Bishti,988068224,Stub
4067,Abdul Hamid Dbeibeh,1110571770,C
4068,Ehtuish Ehtuish,1095905433,Start
4069,Mohamed Eshtewi,1108004165,C
4070,Ahmed Gaddaf al-Dam,1111251503,C
4071,Hisham Ben Ghalbon,983057293,C
4072,Khalifa Haftar,1093248500,FA
4073,El Waer Hakim,1038171285,Start
4074,Ibrahim Jadhran,1077956574,Start
4075,Leila bin Khalifa,1114489972,Start
4076,Al-Aref al-Khoga,891615339,Stub
4077,Musa Al-Koni,1114169303,Stub
4078,Mohamed al-Menfi,1113266300,Start
4079,Abd al-Mawla Naqi,1088160861,Stub
4080,Abdullah Naker,1064641845,Start
4081,Aref Ali Nayed,1099167616,C
4082,Abdel Wahab Qaid,1077575299,Start
4083,Ali Sahli,997716381,Start
4084,Bashir Saadawi,1097982743,Stub
4085,Fayez al-Sarraj,1113620301,C
4086,Mohammed El Senussi,1112955623,C
4087,Abdulrahman Sewehli,1041934642,Stub
4088,Ashour Suleiman Shuwail,1062396177,Start
4089,Mohamed Taha Siala,1040410236,Start
4090,Alfons Goop,1030085950,Stub
4091,Peter Kaiser (historian),1086304418,Start
4092,Aleksandras Ambrazevičius,1055137919,Stub
4093,Leonas Apšega,1055138262,Stub
4094,Mykolas Arlauskas,1102542977,Stub
4095,Rimantas Astrauskas,1055138314,Stub
4096,Adomas Ąžuolas Audickas,1034971366,Stub
4097,Edminas Bagdonas,1107087749,Stub
4098,Zbignev Balcevič,1067686942,Stub
4099,Vilius Baldišis,1055138352,Stub
4100,Vladimiras Beriozovas,1081645523,Stub
4101,Kazys Boruta,1111128086,Stub
4102,Dalius Čekuolis,981172806,Start
4103,Virgilijus Čepaitis,1055139334,Start
4104,Jan Ciechanowicz,1113206685,Start
4105,Audra Dagelytė,978650593,Start
4106,Juozas Gabrys,1110562273,C
4107,Balys Gajauskas,1055139477,Stub
4108,Bronislovas Genzelis,1081643813,Stub
4109,Eimantas Grakauskas,1081646343,Stub
4110,Kęstutis Grinius,1096138707,Stub
4111,Šarūnas Gustainis,1108456889,Stub
4112,Gintautas Iešmantas,1055139730,Stub
4113,Stanislovas Gediminas Ilgūnas,1055139813,Stub
4114,Martynas Jankus,989879897,C
4115,Albinas Januška,1065010470,Stub
4116,Jurgis Jurgelis,1090998151,Stub
4117,Antanas Karoblis,1016154111,Stub
4118,Juozas Karvelis,1092210484,Stub
4119,Vytautas Kolesnikovas,1098843848,Stub
4120,Szymon Konarski,1047077008,C
4121,Stasys Kropas,978236314,Stub
4122,Petras Kubiliūnas,1102814878,GA
4123,Česlovas Kudaba,1051528968,Stub
4124,Algirdas Kumža,1095333348,Stub
4125,Dalia Kuodytė,1089537824,Stub
4126,Bronius Kuzmickas,1071198129,Stub
4127,Jonas Liaučius,1020554126,Stub
4128,Zita Loseva,1108440479,Stub
4129,Stasys Lozoraitis (junior),1113338752,Stub
4130,Jonas Mačys,1018920109,Stub
4131,Mykolas Majauskas,1114904944,C
4132,Vytautas Matulevičius,1091859390,Start
4133,Deividas Matulionis,1101102702,Start
4134,Darius Mažintas,978234421,Start
4135,Visvaldas Mažonas,1111828286,Start
4136,Albertas Miškinis,1091314043,Stub
4137,Donatas Morkūnas,1090323288,Stub
4138,Mindaugas Murza,1023934564,GA
4139,Algimantas Norvilas,1100321449,Stub
4140,Grzegorz Antoni Ogiński,1104130589,Start
4141,Vytautas Paliūnas,989408024,Stub
4142,Rolandas Paulauskas,1020295832,Stub
4143,Eugenijus Petrovas,1090157894,Stub
4144,Virginijus Pikturna,1110987732,Stub
4145,Petras Poškus,1105344855,Stub
4146,Vidmantas Povilionis,978236741,Stub
4147,Antanas Purėnas,1053162971,Stub
4148,Liudvikas Narcizas Rasimavičius,978229778,Stub
4149,Liudvikas Saulius Razma,1108537637,Stub
4150,Kęstutis Rimkus,1084581486,Stub
4151,Romualdas Rudzys,1078622083,Stub
4152,Valerijonas Šadreika,1016659563,Stub
4153,Kazimieras Saja,1089760495,Stub
4154,Józef Sapieha,1005625450,Stub
4155,Gediminas Šerkšnys,1019817150,Stub
4156,Liudvikas Simutis,1020199058,Stub
4157,Jonas Tamulis,1020058624,Stub
4158,Vladas Terleckas,1001712089,Stub
4159,Zigmas Vaišvila,1090444812,Stub
4160,Rimvydas Valatka,1097742567,Stub
4161,Birutė Valionytė,1115082962,Stub
4162,Povilas Varanauskas,1115085817,Stub
4163,Iosif Vareikis,1095024223,C
4164,Eduardas Vilkas,1051384630,Stub
4165,Povilas Višinskis,1080541534,FA
4166,Alfonsas Žalys,1051529875,Stub
4167,Nicolas Biever,1040168986,Start
4168,René Blum (politician),1098326089,Stub
4169,Dominique Brasseur,1036127322,Start
4170,Xavier Brasseur,1095247221,Start
4171,Jean-Pierre Büchler,972475222,Stub
4172,Corinne Cahen,1091081009,Stub
4173,Sven Clement,1106657885,Start
4174,Émile Colling,1093095448,Stub
4175,Lex Delles,1096618433,Stub
4176,Carole Dieschbourg,1108005686,Start
4177,Norbert Dumont,1098325935,Stub
4178,Paul Elvinger,1105609969,Stub
4179,Frank Engel (politician),1067686448,C
4180,Jean Ersfeld,1045766144,Start
4181,Johannes Olav Fallize,1098325847,C
4182,Marc Hansen (politician),972541291,Stub
4183,Aloyse Hentgen,1033045810,Start
4184,Dan Kersch,1100444711,Stub
4185,Fred Keup,1098325820,Start
4186,Guillaume Konsbruck,1032222770,Start
4187,Damian Kratzenberg,1109668652,Start
4188,Pierre Krier,1025075327,Stub
4189,Léon de la Fontaine,989275202,Start
4190,Andy Maar,1083972057,Start
4191,Norbert Metz,1098326093,Start
4192,Maggy Nagel,972402515,Stub
4193,Camille Ney,972474614,Stub
4194,Alphonse Osch,1011079244,Stub
4195,Roy Reding,1098325858,C
4196,Émile Schaus,1011079294,Start
4197,Meris Šehović,1090540880,Start
4198,Émile Servais,1021508291,Start
4199,Joe Thein,1106126986,C
4200,Jean Ulveling,1044934913,Start
4201,Dominique Urbany,1011079343,Stub
4202,René Urbany,1035637714,Stub
4203,Jup Weber,1103547818,Stub
4204,Augustin Andriamananoro,1088440296,C
4205,Andriamihaja,1049859568,Start
4206,Gilbert Annette,1074411018,Stub
4207,Azaly Ben Marofo,1015779867,Stub
4208,Laurent Botokeky,1052355009,Stub
4209,Monja Jaona,1036147967,C
4210,Ralijaona Laingo,1025261917,Stub
4211,Lucien Xavier Michel-Andrianarahinjaka,1058321016,C
4212,Jacques Rabemananjara,1110634693,C
4213,Césaire Rabenoro,1061411568,Stub
4214,Bruno Rajaonson,1109478359,Stub
4215,Patrick Rajoelina,1093046293,Stub
4216,Jean Ralaimongo,1110879918,C
4217,Pierre Ramampy,1028215428,Stub
4218,Hyppolite Ramaroson,1099375685,C
4219,Nadine Ramaroson,1096471853,Start
4220,Jonah Ranaivo,1078436404,Stub
4221,Mamy Ranaivoniarivo,1098113446,Stub
4222,Michel Randria,1015780786,Start
4223,Marcel Ranjeva,1109937144,Stub
4224,Roseline Emma Rasolovoahangy,1089223300,C
4225,Ratsitatanina,1036475970,Stub
4226,Lalao Ravalomanana,1113003603,Start
4227,Mahasumpo Raveloson,1089036415,Stub
4228,Benja Razafimahaleo,1072140578,Start
4229,Honoré N. Razafindramiandra,1089940988,C
4230,Andre Resampa,1073329416,Start
4231,Christian Rémi Richard,1112933791,Stub
4232,Albert Sylla,1075808888,Start
4233,Norbert Zafimahova,1015780135,Stub
4234,Attati Mpakati,1108000857,Stub
4235,Albert Muwalo,1114849569,C
4236,Cornelius Mwalwanda,1105542555,Start
4237,Kingsely Namakhwa,1064384238,Stub
4238,Mary Shawa,1112290811,Start
4239,James John Skinner,1113854291,C
4240,Michael Usi,1107660890,Start
4241,Abang Haji Abdillah,1056543425,Start
4242,Abdul Ghani Mohamed Yassin,1113182866,Start
4243,Abdul Manaf Hashim,1090466536,Start
4244,Abdullah CD,1110169461,Start
4245,Abu Samah Mohd Kassim,1110963661,Stub
4246,Ahmad Johnie Zawawi,1044948332,Start
4247,Ahmad Zaidi Adruce,1099900353,C
4248,Kontik Kamariah Ahmad,1110357674,Start
4249,Zainal Abidin Ahmad (writer),1113287141,C
4250,Aidi Moktar,1090469435,Start
4251,Aliasgar Basri,1095268056,C
4252,Abdul Rahman Andak,1104820799,C
4253,Arifin Asgali,1044383047,Start
4254,Assaffal P. Alian,1099124313,Start
4255,Awang Tengah Ali Hasan,1113182818,Start
4256,Aznel Ibrahim,1110533050,Start
4257,R. G. Balan,1110533095,Stub
4258,Abdul Aziz bin Husain,971530690,C
4259,Chai Kim Sen,1106368685,Start
4260,Chen Tien,1031735962,Stub
4261,Chin Peng,1107270533,FA
4262,Chong Ted Tsiung,1108544226,Stub
4263,Chong Zhemin,1095389334,Stub
4264,Lily Eberwein,1108044673,C
4265,Ellron Alfred Angin,1113511050,Start
4266,Eu Chooi Yip,1070490957,C
4267,Shamsiah Fakeh,1101748227,C
4268,Fong Chong Pik,1001009224,Stub
4269,Ghulamhaidar Khan,1075437508,Start
4270,Gopalakrishnan Subramaniam,1110053029,Stub
4271,Guan Dee Koh Hoi,1100039608,C
4272,Joachim Gunsalam,1114400966,Start
4273,Hajiji Noor,1100750347,C
4274,Najwan Halimi,1111870236,C
4275,Hamisa Samat,1113042660,Start
4276,Heah Joo Seang,1090938871,C
4277,Hii King Chiong,1027073601,Start
4278,Akmar Hisham,1107461682,C
4279,Hishamuddin Rais,1089314868,Start
4280,Hasnoor Hussein,1077836051,C
4281,Ishak Haji Muhammad,1035141510,C
4282,Rozman Isli,1108497849,Start
4283,Mazlan Ismail,1113193039,C
4284,Ahmad Kamil Jaafar,1113197409,Start
4285,Jefridin Atan,1106337099,Start
4286,John Ambrose (politician),1112592341,Stub
4287,Kassim Ahmad,1090209181,C
4288,Keshvinder Singh,1108756333,Stub
4289,Devaki Krishnan,1104869132,C
4290,Jennifer Lasimbang,1073057505,Start
4291,Lau Pak Khuan,1058822389,Start
4292,Lau Yew,1088062798,Stub
4293,Azlan Mohd Lazim,968561996,Start
4294,Lee Kiat Lee,1099721190,C
4295,Philip Lee Tau Sang,1090146763,Stub
4296,Lim Siew Khim,1109999547,Stub
4297,Lim Ban Hong,1077836086,C
4298,Oscar Ling,1113183873,Stub
