,name,lastrevid,ores_prediction
4059,Blahsue Vonleh,966652408,Stub
4060,Tom Woewiyu,1106530241,C
4061,Abdullah al-Lafi,1110626129,Stub
4062,Ahmed Rafiq Almhadoui,980219181,Stub
4063,Mohamed Abulasʽad El-ʽAlem,978820765,Stub
4064,Abd-Rabbo al-Barassi,1115564159,Stub
4065,Fathi Bashagha,1115685809,C
4066,Mohamed Ben Ghalbon,1045780839,C
4067,Ahmad Bishti,988068224,Stub
4068,Abdul Hamid Dbeibeh,1115564238,C
4069,Ehtuish Ehtuish,1095905433,Start
4070,Mohamed Eshtewi,1115570928,C
4071,Ahmed Gaddaf al-Dam,1111251503,C
4072,Hisham Ben Ghalbon,983057293,C
4073,Khalifa Haftar,1115568588,FA
4074,El Waer Hakim,1115555771,Start
4075,Ibrahim Jadhran,1115566993,Start
4076,Leila bin Khalifa,1115568631,Start
4077,Al-Aref al-Khoga,1115564594,Stub
4078,Musa Al-Koni,1114169303,Stub
4079,Mohamed al-Menfi,1113266300,Start
4080,Abd al-Mawla Naqi,1088160861,Stub
4081,Abdullah Naker,1115573103,Start
4082,Aref Ali Nayed,1115553975,C
4083,Abdel Wahab Qaid,1077575299,Start
4084,Ali Sahli,997716381,Start
4085,Bashir Saadawi,1097982743,Stub
4086,Fayez al-Sarraj,1115566067,GA
4087,Mohammed El Senussi,1115570955,C
4088,Abdulrahman Sewehli,1041934642,Stub
4089,Ashour Suleiman Shuwail,1062396177,Start
4090,Mohamed Taha Siala,1040410236,Start
4091,Alfons Goop,1030085950,Stub
4092,Peter Kaiser (historian),1086304418,Start
4093,Aleksandras Ambrazevičius,1055137919,Stub
4094,Leonas Apšega,1055138262,Stub
4095,Mykolas Arlauskas,1102542977,Stub
4096,Rimantas Astrauskas,1055138314,Stub
4097,Adomas Ąžuolas Audickas,1034971366,Stub
4098,Edminas Bagdonas,1107087749,Stub
4099,Zbignev Balcevič,1067686942,Stub
4100,Vilius Baldišis,1055138352,Stub
4101,Vladimiras Beriozovas,1081645523,Stub
4102,Kazys Boruta,1111128086,Stub
4103,Dalius Čekuolis,981172806,Start
4104,Virgilijus Čepaitis,1055139334,Start
4105,Jan Ciechanowicz,1113206685,Start
4106,Audra Dagelytė,978650593,Start
4107,Juozas Gabrys,1110562273,C
4108,Balys Gajauskas,1055139477,Stub
4109,Bronislovas Genzelis,1081643813,Stub
4110,Eimantas Grakauskas,1081646343,Stub
4111,Kęstutis Grinius,1096138707,Stub
4112,Šarūnas Gustainis,1108456889,Stub
4113,Gintautas Iešmantas,1055139730,Stub
4114,Stanislovas Gediminas Ilgūnas,1055139813,Stub
4115,Martynas Jankus,989879897,C
4116,Albinas Januška,1065010470,Stub
4117,Jurgis Jurgelis,1090998151,Stub
4118,Antanas Karoblis,1016154111,Stub
4119,Juozas Karvelis,1092210484,Stub
4120,Vytautas Kolesnikovas,1098843848,Stub
4121,Szymon Konarski,1047077008,C
4122,Stasys Kropas,978236314,Stub
4123,Petras Kubiliūnas,1102814878,GA
4124,Česlovas Kudaba,1051528968,Stub
4125,Algirdas Kumža,1095333348,Stub
4126,Dalia Kuodytė,1089537824,Stub
4127,Bronius Kuzmickas,1115418532,Stub
4128,Jonas Liaučius,1020554126,Stub
4129,Zita Loseva,1108440479,Stub
4130,Stasys Lozoraitis (junior),1113338752,Stub
4131,Jonas Mačys,1018920109,Stub
4132,Mykolas Majauskas,1115428484,C
4133,Vytautas Matulevičius,1091859390,Start
4134,Deividas Matulionis,1101102702,Start
4135,Darius Mažintas,978234421,Start
4136,Visvaldas Mažonas,1111828286,Start
4137,Albertas Miškinis,1091314043,Stub
4138,Donatas Morkūnas,1090323288,Stub
4139,Mindaugas Murza,1115848408,GA
4140,Algimantas Norvilas,1100321449,Stub
4141,Grzegorz Antoni Ogiński,1104130589,Start
4142,Vytautas Paliūnas,989408024,Stub
4143,Rolandas Paulauskas,1020295832,Stub
4144,Eugenijus Petrovas,1090157894,Stub
4145,Virginijus Pikturna,1110987732,Stub
4146,Petras Poškus,1105344855,Stub
4147,Vidmantas Povilionis,978236741,Stub
4148,Antanas Purėnas,1053162971,Stub
4149,Liudvikas Narcizas Rasimavičius,978229778,Stub
4150,Liudvikas Saulius Razma,1108537637,Stub
4151,Kęstutis Rimkus,1084581486,Stub
4152,Romualdas Rudzys,1078622083,Stub
4153,Valerijonas Šadreika,1016659563,Stub
4154,Kazimieras Saja,1089760495,Stub
4155,Józef Sapieha,1005625450,Stub
4156,Gediminas Šerkšnys,1019817150,Stub
4157,Liudvikas Simutis,1020199058,Stub
4158,Jonas Tamulis,1020058624,Stub
4159,Vladas Terleckas,1001712089,Stub
4160,Zigmas Vaišvila,1090444812,Stub
4161,Rimvydas Valatka,1097742567,Stub
4162,Birutė Valionytė,1115082962,Stub
4163,Povilas Varanauskas,1115085817,Stub
4164,Iosif Vareikis,1095024223,C
4165,Eduardas Vilkas,1051384630,Stub
4166,Povilas Višinskis,1080541534,FA
4167,Alfonsas Žalys,1051529875,Stub
4168,Nicolas Biever,1040168986,Start
4169,René Blum (politician),1098326089,Stub
4170,Dominique Brasseur,1036127322,Start
4171,Xavier Brasseur,1095247221,Start
4172,Jean-Pierre Büchler,972475222,Stub
4173,Corinne Cahen,1091081009,Stub
4174,Sven Clement,1106657885,Start
4175,Émile Colling,1093095448,Stub
4176,Lex Delles,1096618433,Stub
4177,Carole Dieschbourg,1108005686,Start
4178,Norbert Dumont,1098325935,Stub
4179,Paul Elvinger,1105609969,Stub
4180,Frank Engel (politician),1067686448,C
4181,Jean Ersfeld,1045766144,Start
4182,Johannes Olav Fallize,1098325847,C
4183,Marc Hansen (politician),972541291,Stub
4184,Aloyse Hentgen,1033045810,Start
4185,Dan Kersch,1100444711,Stub
4186,Fred Keup,1098325820,Start
4187,Guillaume Konsbruck,1032222770,Start
4188,Damian Kratzenberg,1109668652,Start
4189,Pierre Krier,1025075327,Stub
4190,Léon de la Fontaine,989275202,Start
4191,Andy Maar,1083972057,Start
4192,Norbert Metz,1098326093,Start
4193,Maggy Nagel,972402515,Stub
4194,Camille Ney,972474614,Stub
4195,Alphonse Osch,1011079244,Stub
4196,Roy Reding,1098325858,C
4197,Émile Schaus,1011079294,Start
4198,Meris Šehović,1090540880,Start
4199,Émile Servais,1021508291,Start
4200,Joe Thein,1106126986,C
4201,Jean Ulveling,1044934913,Start
4202,Dominique Urbany,1011079343,Stub
4203,René Urbany,1035637714,Stub
4204,Jup Weber,1103547818,Stub
4205,Augustin Andriamananoro,1088440296,C
4206,Andriamihaja,1049859568,Start
4207,Gilbert Annette,1074411018,Stub
4208,Azaly Ben Marofo,1015779867,Stub
4209,Laurent Botokeky,1052355009,Stub
4210,Monja Jaona,1036147967,C
4211,Ralijaona Laingo,1025261917,Stub
4212,Lucien Xavier Michel-Andrianarahinjaka,1058321016,C
4213,Jacques Rabemananjara,1110634693,C
4214,Césaire Rabenoro,1061411568,Stub
4215,Bruno Rajaonson,1109478359,Stub
4216,Patrick Rajoelina,1093046293,Stub
4217,Jean Ralaimongo,1110879918,C
4218,Pierre Ramampy,1028215428,Stub
4219,Hyppolite Ramaroson,1099375685,C
4220,Nadine Ramaroson,1096471853,Start
4221,Jonah Ranaivo,1078436404,Stub
4222,Mamy Ranaivoniarivo,1098113446,Stub
4223,Michel Randria,1015780786,Start
4224,Marcel Ranjeva,1109937144,Stub
4225,Roseline Emma Rasolovoahangy,1089223300,C
4226,Ratsitatanina,1036475970,Stub
4227,Lalao Ravalomanana,1113003603,Start
4228,Mahasumpo Raveloson,1089036415,Stub
4229,Benja Razafimahaleo,1072140578,Start
4230,Honoré N. Razafindramiandra,1089940988,C
4231,Andre Resampa,1073329416,Start
4232,Christian Rémi Richard,1112933791,Stub
4233,Albert Sylla,1075808888,Start
4234,Norbert Zafimahova,1015780135,Stub
4235,Attati Mpakati,1108000857,Stub
4236,Albert Muwalo,1114849569,C
4237,Cornelius Mwalwanda,1105542555,Start
4238,Kingsely Namakhwa,1064384238,Stub
4239,Mary Shawa,1112290811,Start
4240,James John Skinner,1113854291,C
4241,Michael Usi,1107660890,Start
4242,Abang Haji Abdillah,1056543425,Start
4243,Abdul Ghani Mohamed Yassin,1113182866,Start
4244,Abdul Manaf Hashim,1090466536,Start
4245,Abdullah CD,1110169461,Start
4246,Abu Samah Mohd Kassim,1110963661,Stub
4247,Ahmad Johnie Zawawi,1044948332,Start
4248,Ahmad Zaidi Adruce,1099900353,C
4249,Kontik Kamariah Ahmad,1110357674,Start
4250,Zainal Abidin Ahmad (writer),1113287141,C
4251,Aidi Moktar,1090469435,Start
4252,Aliasgar Basri,1095268056,C
4253,Abdul Rahman Andak,1104820799,C
4254,Arifin Asgali,1044383047,Start
4255,Assaffal P. Alian,1099124313,Start
4256,Awang Tengah Ali Hasan,1113182818,Start
4257,Aznel Ibrahim,1110533050,Start
4258,R. G. Balan,1110533095,Stub
4259,Abdul Aziz bin Husain,971530690,C
4260,Chai Kim Sen,1106368685,Start
4261,Chen Tien,1031735962,Stub
4262,Chin Peng,1107270533,FA
4263,Chong Ted Tsiung,1108544226,Stub
4264,Chong Zhemin,1095389334,Stub
4265,Lily Eberwein,1108044673,C
4266,Ellron Alfred Angin,1113511050,Start
4267,Eu Chooi Yip,1070490957,C
4268,Shamsiah Fakeh,1101748227,C
4269,Fong Chong Pik,1001009224,Stub
4270,Ghulamhaidar Khan,1075437508,Start
4271,Gopalakrishnan Subramaniam,1110053029,Stub
4272,Guan Dee Koh Hoi,1100039608,C
4273,Joachim Gunsalam,1114400966,Start
4274,Hajiji Noor,1115441744,C
4275,Najwan Halimi,1111870236,C
4276,Hamisa Samat,1113042660,Start
4277,Heah Joo Seang,1090938871,C
4278,Hii King Chiong,1027073601,Start
4279,Akmar Hisham,1107461682,C
4280,Hishamuddin Rais,1089314868,Start
4281,Hasnoor Hussein,1077836051,C
4282,Ishak Haji Muhammad,1035141510,C
4283,Rozman Isli,1108497849,Start
4284,Mazlan Ismail,1115842286,C
4285,Ahmad Kamil Jaafar,1113197409,Start
4286,Jefridin Atan,1106337099,Start
4287,John Ambrose (politician),1112592341,Stub
4288,Kassim Ahmad,1090209181,C
4289,Keshvinder Singh,1108756333,Stub
4290,Devaki Krishnan,1104869132,C
4291,Jennifer Lasimbang,1073057505,Start
4292,Lau Pak Khuan,1058822389,Start
4293,Lau Yew,1088062798,Stub
4294,Azlan Mohd Lazim,968561996,Start
4295,Lee Kiat Lee,1099721190,C
4296,Philip Lee Tau Sang,1090146763,Stub
4297,Lim Siew Khim,1109999547,Stub
4298,Lim Ban Hong,1077836086,C
4299,Oscar Ling,1113183873,Stub
4300,Liou Chen Kuang,1052006400,Start
4301,Lukanisman Awang Sauni,1099663583,Stub
4302,Rashid Maidin,1092905349,C
4303,Masidi Manjun,1102291819,C
4304,Masiung Banah,1112581071,Start
4305,N.K. Menon,1097999475,Start
4306,Mohamad Fazli Mohamad Salleh,1110532542,Stub
4307,Mohamad Noor Dawoo,1110532561,Stub
4308,Mohamad Zaim Abu Hassan,1110532586,Start
4309,Mohamad Zuraimi Razali,1110019509,Stub
4310,Mohd Osman Mohd Jailu,1110019382,Stub
4311,John Victor Morais,1095635753,Stub
4312,Muhammad Faiz Fadzil,1111890340,Start
4313,Muhd Fadhil Nuruddin,1110532712,Start
4314,Muis Picho,1090461411,Start
4315,Ng Lam Hua,1114406039,Start
4316,Khairin Nisa,1110532690,Stub
4317,Ong Kow Meng,1110227480,Stub
4318,Samsudin Osman,1101069822,Start
4319,K. Pathmanaban,1050612192,Start
4320,Peter Anthony,1090082414,Start
4321,Mamad Puteh,1104359904,Start
4322,Ras Adiba Radzi,1110892125,Stub
4323,Raja Ahmad Zainuddin Raja Omar,1093072163,Start
4324,Rasinin Kautis,1059926880,Start
4325,Razali Idris,1052007243,Stub
4326,Ronnie Liu Tian Khiew,1115455383,C
4327,Abang Muhammad Salahuddin,1097436370,C
4328,Jaujan Sambakong,1095150670,Start
4329,Sarifuddin Hata,1090469603,Start
4330,Sedomon Gunsanad Kina,1107695722,C
4331,See Chee How,1113114002,Start
4332,Ajis Sitin,1087994159,Stub
4333,Murugesan Sinnandavar,1102947032,C
4334,Hashim Suboh,1062795670,Start
4335,Abdul Rahman Sulaiman,1110686188,Stub
4336,Arunarsin Taib,1109410129,Start
4337,Tan Keng Liang,1052007347,Start
4338,Nathaniel Tan,1106899406,C
4339,Lai Teck,1113084195,C
4340,Kamarulzaman Teh,1111469791,Start
4341,Teng Chang Yeow,1105707535,GA
4342,Jason Teoh,1097385777,Start
4343,R.S. Thanenthiran,1105856407,Start
4344,Uda Sulai,1095616919,Start
4345,Sukarti Wakiman,1093149014,Start
4346,Wan Mohamed Wan Teh,1095237082,Start
4347,Wan Rosdy Wan Ismail,1108769286,C
4348,Wilson Ugak Kumbong,1110532734,Stub
4349,Eli Wong,683715284,Stub
4350,Ibrahim Yaacob,1087075628,Start
4351,Ismail Yaacob,1077828032,Stub
4352,Loke Yuen Yow,1110532900,Start
4353,Yusnan Yusof,1110020386,Start
4354,Ahmed Adeeb,1106334283,C
4355,Ilham Ahmed,1106063792,Stub
4356,Ahmed Shiaan,1067997084,Stub
4357,Mohamed Asim,955470814,Start
4358,Ahmed Faris Maumoon,1102160506,Start
4359,Abdulla Jihad,1089747576,Start
4360,Abdul Majeed Mahir,1106388324,Start
4361,Ahmed Mahloof,1078645831,C
4362,Reeko Moosa Manik,1107779437,Start
4363,Abdulla Maseeh Mohamed,1059204112,Start
4364,Mohamed Ashmalee,1111595852,C
4365,Sharif Mohamed,1083923279,C
4366,Aishath Nahula,1089278693,Stub
4367,Faisal Naseem,1107172292,Start
4368,Nazra Naseem,1078645574,Stub
4369,Abdulla Shahid,1115407303,C
4370,Shidhatha Shareef,1017388783,Stub
4371,Mohammed Waheed Deen,1044202943,Stub
4372,Umar Zahir (politician),1100415861,C
4373,Muad Mohamed Zaki,1005292519,Start
4374,Moosa Zameer,1021848119,Stub
4375,Zahiya Zareer,1088366275,Start
4376,Alwata Ichata Sahi,1063977010,Stub
4377,Sangaré Niamoto Ba,1114946966,Stub
4378,Siby Ginette Bellegarde,1053500952,Stub
4379,Cheick Bougadary Traoré,1062893043,Stub
4380,Dramane Dembélé,1106209182,Start
4381,Hamadoun Dicko,1003750425,Stub
4382,Mamadou Djigué,1053500397,Stub
4383,Amadou Doucoure,1006368886,Stub
4384,Ly Taher Dravé,1104316510,Stub
4385,Diabaté Fatoumata Guindo,1070268003,Stub
4386,Mahamane Haidara,1020670814,Stub
4387,Jamille Bittar,1062893055,Stub
4388,Mamadou Konaté,1070022832,Stub
4389,Garan Fabou Kouyate,1107811823,Start
4390,Mamadou M'Bodje,1093590895,Stub
4391,Achérif Ag Mohamed,1053498169,Stub
4392,Zeïni Moulaye,1103491147,Stub
4393,N'Diaye Ramatoulaye Diallo,1112669298,C
4394,Yeah Samake,1095147868,C
4395,Foutanga Babani Sissoko,1104202484,Start
4396,Ousmane Sy,1053500811,Start
4397,Amadou Toumani Touré,1078564743,GA
4398,Demba Traoré (politician),1053499445,Start
4399,Salimata Traoré,1074144594,Stub
4400,Ismaël Wagué,1053499897,Stub
4401,Anthony Borg Barthet,1050188755,Start
4402,Leo Brincat,1101776347,Start
4403,Clyde Caruana,1111217031,Start
4404,Manwel Dimech,1105882271,B
4405,Pierre Jean Louis Ovide Doublet,1115571537,C
4406,Anton Tabone,1111217502,Start
4407,Stefan Zrinzo Azzopardi,1108276267,Start
4408,Atlan Anien,1100471245,Stub
4409,Tony deBrum,1100736328,Start
4410,Thomas Heine,1077426554,Stub
4411,Wilbur Heine,1083126087,Stub
4412,Alvin Jacklick,1060943392,Stub
4413,Michael Konelios,918907799,Stub
4414,Dennis Momotaro,986965086,Stub
4415,Rien Morris,1077426651,Stub
4416,Hiroshi V. Yamamura,1077430389,Stub
4417,Biram Dah Abeid,1102788224,C
4418,Kane Hamidou Baba,1099633190,Stub
4419,Horma Ould Babana,1058108012,C
4420,Selama Mint Cheikhne Ould Lemrabott,1059633791,Stub
4421,Mohamed Lemine Ch'bih Ould Cheikh Melainine,1047066142,C
4422,Vatimetou Mint Khatry,1059724517,Stub
4423,Patrick Assirvaden,1055794640,Stub
4424,Anil Bachoo,1106359560,Stub
4425,Antoine Bestel,1115807526,GA
4426,Rishon Bhadain,1100859250,Stub
4427,Eddy J. Changkye,998060507,C
4428,Joseph-François Charpentier de Cossigny,1065172397,Start
4429,Antoine Toussaint de Chazal,1106368152,Start
4430,Chief Commissioner of Rodrigues,1094321960,Start
4431,Louis Joseph Coralie,1058307177,Start
4432,Adrien d'Épinay,1100672866,C
4433,Sangeet Fowdar,1105627649,C
4434,Jagdish Koonjul,1087895987,C
4435,Pritam Singh Mattan,1095531367,Stub
4436,Cehl Meeah,1106562848,Start
4437,Moilin Jean Ah-Chuen,1101824013,C
4438,Jean-Claude Pierre-Louis,1106156525,Stub
4439,Charles Thomi Pitot,1101736663,Start
4440,Johnson Roussety,1099375055,Stub
4441,Subhasnee,1081550590,Stub
4442,Emperor of Mexico,1049239572,Start
4443,Oleg Balan,1110953897,Start
4444,Vlad Bilețchi,1080658620,C
4445,Vasile Bîtca,1092179435,Start
4446,Ion Ceban,1113298996,C
4447,Vladimir Cebotari,1110952685,C
4448,Ion Constantin Ciobanu,1110335884,Start
4449,Romulus Cioflec,1112985854,Start
4450,Alexandru Cotruță,1022104267,Stub
4451,Emanuil Gavriliță,1107106697,Start
4452,Iuliana Gorea-Costin,1104915336,Start
4453,Andrei Ivanțoc,1089621148,Start
4454,Andrei Lupan,1106744592,Start
4455,Gheorghe Malarciuc,1108886194,Start
4456,Constantin Mimi,1110562362,Start
4457,Maria Postoico,1102599013,Start
4458,Nichita Smochină,1112022866,B
4459,Andrei Spînu,1098562762,Stub
4460,Leonid Talmaci,1087962283,Stub
4461,Jean-Charles Allavena,1003397193,Stub
4462,Laurent Anselmi,1115213350,Stub
4463,Camille Blanc,1100905415,Start
4464,Robert Calcagno,1030845142,C
4465,Jean Castellini,1084495128,Stub
4466,Paul Demange (politician),1079067018,Stub
4467,Catherine Fautrier,1106302712,Stub
4468,Paul Masseron,1089373743,Start
4469,Laurent Nouvion,1011192042,Stub
4470,Thierry Poyet,960140393,Stub
4471,Jean-François Robillon,986531700,Start
4472,Christophe Steiner,1113747641,Stub
4473,Gilles Tonelli,1114437692,B
4474,Chilkhaajavyn Avday,1051560376,Stub
4475,Babojab,1064992792,Stub
4476,Dendeviin Terbishdagva,1109345670,Stub
4477,Tsakhiagiin Elbegdorj,1112768745,B
4478,General Secretary of the Mongolian People's Party,1097929840,Start
4479,Diluwa Khutugtu Jamsrangjab,1025654841,Start
4480,Bayantömöriin Khaisan,1109488008,C
4481,Mijiddorjiin Khanddorj,1100894691,C
4482,Sonomyn Luvsangombo,1060881109,Start
4483,Tsendiin Mönkh-Orgil,1107438593,C
4484,Luvsannamsrain Oyun-Erdene,1113655591,C
4485,Dritan Abazović,1114648940,GA
4486,Božidar Bojović,1100211141,Start
4487,Jevrem Brković,1100427296,Start
4488,Predrag Bulatović,1109754194,Start
4489,Miodrag Davidović,1107963087,C
4490,Vladimir Dobričanin,1030728031,C
4491,Dobrilo Dedeić,696310078,Stub
4492,Sekula Drljević,1109481661,GA
4493,Fatmir Gjeka,1111732314,Start
4494,Milutin Jelić,1051132831,C
4495,Batrić Jovanović,1070488778,Stub
4496,Jovan Kavarić,1030708917,Stub
4497,Zdravko Krivokapić,1113234942,FA
4498,Vujica Lazović,1108706425,Start
4499,Vladimir Leposavić,1073191784,C
4500,Stevan Lukačević,1030707781,Stub
4501,Savić Marković Štedimlija,1115770411,C
4502,Tarzan Milošević,1073191907,Stub
4503,Iko Mirković,1030708648,Start
4504,Fuad Nimani,1098981453,Stub
4505,Tomo P. Oraovac,1079702923,Start
4506,Darko Pajović,1070422891,Start
4507,Jovan Pavlović (minister),1081135207,Stub
4508,Andrija Popović,1115370448,Start
4509,Evgenije Popović,1030727852,Start
4510,Novica Radović,1007749126,Start
4511,Miloš Radulović (politician),1077146911,Stub
4512,Nešo Šćepović,1062865771,Start
4513,Budimir Šegrt,1073192213,Stub
4514,Sergej Sekulović,1094030927,Stub
4515,Aleksandar Stijović,1105170672,Start
4516,Lujo Vojnović,1109082075,Start
4517,Dejan Vukšić,1067839020,Start
4518,Abdessamad Archane,1081123128,Stub
4519,Abu Bakr Ibn Abi Zaid as-Slawi,1089705508,Stub
4520,Mohamed Ali El Admi,1055102528,Stub
4521,Mahjoubi Aherdane,1102542542,Start
4522,Ba Ahmed,1082884635,Start
4523,Moulay Ahmed Alaoui,1016144487,Stub
4524,Abderrahmane Amalou,1098806861,Stub
4525,Said Amzazi,1029955505,Stub
4526,Mustapha Bakkoury,1081989390,C
4527,Ahmed Balafrej,1112518587,C
4528,Abdelouahed Belkeziz,1102921166,Start
4529,Moncef Belkhayat,1058789179,Start
4530,Mehdi Ben Barka,1101973891,C
4531,Mohamed Benchaaboun,1105246740,Start
4532,Hakim Benchamach,1044626597,Stub
4533,Ahmed Benjelloun,962930707,Stub
4534,Omar Benjelloun,1082283546,Start
4535,Bouchaib Benlabsir,1115345188,Stub
4536,Fadel Benyaich,1087860841,Start
4537,Driss Benzekri (activist),984611292,Start
4538,Abderrahim Bouabid,1103644711,Start
4539,M'hamed Boucetta,1112085455,Stub
4540,Abdelghani Bousta,1094981501,B
4541,Abdelhadi Boutaleb,1014544030,Stub
4542,Brahim Boutaleb,1096298275,Start
4543,Miloud Chaabi,1100817341,C
4544,Mohamed Haddou Chiguer,1096062110,Stub
4545,Rochdi Chraibi,917898941,Stub
4546,Mohammed al-Hajj ibn Abu Bakr al-Dila'i,1090172051,Start
4547,Anas Doukkali,1045066415,Stub
4548,Khalihenna Ould Errachid,1067186300,C
4549,Mohamed El Fassi,1077154633,Start
4550,Ahmed al-Hiba,1058971192,Start
4551,Ahmed ibn Abi Mahalli,1112552333,C
4552,Abdellatif Jouahri,1067501606,Start
4553,Mohammed Kabbaj,1094200694,Stub
4554,Abdellah Kadiri,1108478313,Start
4555,Muhammad al-Kattani,1088340779,GA
4556,Khnata bent Bakkar,1112728253,C
4557,Mohand Laenser,1110541676,Stub
4558,Fatima Marouan,1085899467,Start
4559,Mohamed Mehdi Bensaid,1115789792,Stub
4560,Mohamed Sadiki,1112864122,Stub
4561,Mohammed VI of Morocco,1113314439,B
4562,Abdelkrim Motii,956960749,Stub
4563,Khalid Naciri,1097940143,Stub
4564,Mohammed al-Makki al-Nasiri,1088024038,Stub
4565,Zoulikha Nasri,1091797485,Start
4566,Abdelaziz El Omari,1103094488,Start
4567,Ilyas El Omari,1050980468,Stub
4568,Chafik Rachadi,1064310999,C
4569,Abdelwahed Radi,996655646,Stub
4570,Mohammed Sajid (politician),1053936172,Stub
4571,Sidi al-Ayachi,1095623946,Start
4572,Fathallah Sijilmassi,1095503216,Start
4573,Mohammed Allal Sinaceur,1047221771,Start
4574,Mohamed Belhassan Wazzani,1101462823,Start
4575,Nasser Zefzafi,1105784313,C
4576,Abdellatif Zeroual,1074290663,Stub
4577,Mohammed Ziane,1097940843,Start
4578,Yassir Znagui,1058407241,Stub
4579,Brahim Zniber,1113578009,C
4580,Mário Albino,1042139227,Start
4581,Carlos Cardoso (journalist),1108725761,Start
4582,Afonso Dhlakama,1104812135,C
4583,Helder Francisco Malauene,1065685422,Stub
4584,Nyeleti Brooke Mondlane,1110776630,Stub
4585,Basilio Muhate,1087847457,Stub
4586,Murade Isaac Murargy,1041131952,Stub
4587,Tomaz Salomão,1105513966,Stub
4588,Stella da Graça Pinto Novo Zeca,1070241018,Stub
4589,Aye Ko (artist),968270020,Stub
4590,Ba Shin,1087648145,C
4591,Bao Youxiang,1111148571,C
4592,Bawk Ja,1052913276,Start
4593,Cheery Zahau,1088361146,C
4594,Ei Thinzar Maung,1097749207,Start
4595,M. A. Gaffar,1077127256,C
4596,Han Tha Myint,1004945052,Start
4597,Hla Maung Shwe,1080777311,Stub
4598,Hso Khan Pha,1084108657,C
4599,Nai Htaw Sorn,1063720253,Start
4600,Htay Aung (businessman),1108033224,Start
4601,Htin Linn Aung,1111075237,Start
4602,Ja Htoi Pan,1088361136,Stub
4603,Khin Kyaw Han,1036478390,Stub
4604,Khin Ma Ma Myo,1044647145,Stub
4605,Khin Maung Swe,1102466399,Start
4606,Khun San Lwin,964464657,Stub
4607,Ko Ni,1109319228,GA
4608,Thakin Kodaw Hmaing,1063716795,C
4609,Kwe Te No,1009433548,Stub
4610,Sao Kya Seng,1063720601,Start
4611,Kyaw Moe Tun,1104060130,GA
4612,Kyaw Myint,1105968423,Start
4613,Kyaw Ni,1065336699,Stub
4614,Kyaw Tun,943370816,C
4615,Kyaw Zaw Oo,1073118078,C
4616,Duwa Lashi La,1111778584,Start
4617,Lian Hmung Sakhong,1060132892,Stub
4618,Sultan Mahmud (minister),1114780616,Start
4619,Maran Brang Seng,1108940186,Start
4620,Gani Markan,1077040045,Stub
4621,Maw Htun Aung,1064354803,C
4622,Mya Lay Sein,1109316290,Start
4623,"Myint Swe (politician, born 1965)",1073118310,Stub
4624,Myo Yan Naung Thein,1072977583,Start
4625,Naw Ohn Hla,1088361138,C
4626,Nay Myo Wai,1065794809,Start
4627,Nay Zin Lat,1052916362,Stub
4628,Nyi Sein,1073118482,Stub
4629,Nyo Nyo Thin,1031818615,Start
4630,Oscar de Glanville,1087056648,Start
4631,San Tun,904203856,Stub
4632,Sasa (politician),1100369987,C
4633,Saw Sa,1087057198,C
4634,Saya Gyi U Nu,1061283173,GA
4635,Sein Win (politician),1073118868,Start
4636,Sao Seng Suk,1086413674,Stub
4637,Shwe Ohn,1039272113,Stub
4638,Soe Moe Hlaing,1098801536,Start
4639,Sultan Ahmed (Burmese politician),1105597024,Start
4640,Naw Susanna Hla Hla Soe,1088361145,Start
4641,Tan Yu Sai,987791661,Stub
4642,Taw Phaya Galay,1096513590,C
4643,Tayzar San,1038023615,Start
4644,Tha Aye,920911377,Stub
4645,Than Nyein,1099560456,Start
4646,Than Sein,984131584,Stub
4647,Than Win,1050686993,Start
4648,Thaung Tun (minister),1091685823,Start
4649,Baganset U Thaw,1087454147,C
4650,Thein Maung,1065733251,Start
4651,Thein Nyunt (politician),1111654182,Start
4652,Thet Win Aung,977644647,Start
4653,Thirty Comrades,1112536598,GA
4654,Tin Aye,1005117819,Stub
4655,Tu Hkawng,1060133433,Start
4656,Wai Moe Naing,1054632633,Start
4657,Win Ko Ko Latt,1076941438,Start
4658,Maung Wuntha,1082083580,Start
4659,Yawd Serk,1073119108,Stub
4660,Za Hlei Thang,1098512604,C
4661,Zaw Htay,1114885327,Start
4662,Zura Begum,1073818086,Stub
4663,Ben Africa,1083488754,Start
4664,Hendrina Afrikaner,1002561151,Stub
4665,Jager Afrikaner,1063145716,Start
4666,Jonker Afrikaner,1072451612,Start
4667,Klaas Afrikaner,1084873676,Stub
4668,Erginus Endjala,1112849323,Stub
4669,Dap Izaaks,1082617471,Stub
4670,Piet Junius,1104226275,Start
4671,Gottlob Mbaukua,946596970,Stub
4672,John McNab,1105017844,Start
4673,Maxie Minnaar,1105191855,Start
4674,Nehale Mpingana,1113800690,Start
4675,Manasse ǃNoreseb,1015106908,C
4676,Thimoteus Tjamuaha,1095062805,Stub
4677,Erastus Tjejamba,1040560547,Stub
4678,Cornelius van Wyk,1077993801,Stub
4679,Eben van Zijl,1084871731,Start
4680,Bernard Dowiyogo,1109278952,Start
4681,Valdon Dowiyogo,1115307502,Start
4682,Yuvaraj Adhikari,1026960528,Stub
4683,Surya Bahadur KC,1108008290,Stub
4684,Mohan Baral,1047930532,Stub
4685,Gopal Kumar Basnet,1095758526,Stub
4686,Dhokal Singh Basnyat,1047820675,Stub
